"unigram","bigram","trigram","freq"
"lol","happi","friday",2
"lol","i","agre",2
"lol","i","can",2
"lol","i","feel",2
"lol","i","hate",2
"lol","i","love",2
"lol","i","see",2
"lol","i","think",2
"lol","im","alway",2
"lol","im","gonna",2
"lol","just","saw",2
"lol","make","sure",2
"lol","not","sure",2
"lol","oh","ok",2
"lol","thank","much",2
"lol","thank","rt",2
"lol","thank","u",2
"lol","you","mean",2
"london","west","end",2
"long","ago","i",2
"long","day","work",2
"long","dri","finish",2
"long","sinc","i",2
"long","time","now",2
"long","time","see",2
"long","will","last",2
"long","work","week",2
"long","year","i",2
"look","around","room",2
"look","can","see",2
"look","cute","i",2
"look","forward","also",2
"look","forward","back",2
"look","forward","check",2
"look","forward","find",2
"look","forward","go",2
"look","forward","good",2
"look","forward","new",2
"look","forward","post",2
"look","forward","share",2
"look","forward","start",2
"look","forward","sunday",2
"look","forward","take",2
"look","forward","work",2
"look","forward","workshop",2
"look","good","enough",2
"look","good","i",2
"look","good","in",2
"look","great","i",2
"look","i","can",2
"look","i","cant",2
"look","i","never",2
"look","i","see",2
"look","i","still",2
"look","like","a",2
"look","like","go",2
"look","like","good",2
"look","like","got",2
"look","like","littl",2
"look","like","love",2
"look","like","magic",2
"look","like","nail",2
"look","like","outsid",2
"look","like","quit",2
"look","like","right",2
"look","like","shit",2
"look","like","someth",2
"look","like","sort",2
"look","like","use",2
"look","like","well",2
"look","mirror","see",2
"look","new","job",2
"look","realli","good",2
"look","right","now",2
"look","silli","and",2
"look","whos","talk",2
"lord","i","want",2
"lord","jesus","christ",2
"loss","program","i",2
"lost","everyth","i",2
"lot","fun","lot",2
"lot","great","design",2
"lot","peopl","like",2
"lot","peopl","talk",2
"louder","word","near",2
"love","almost","everyth",2
"love","and","i",2
"love","cant","wait",2
"love","dish","i",2
"love","everi","day",2
"love","give","freeli",2
"love","god","love",2
"love","good","morn",2
"love","good","storm",2
"love","heart","begin",2
"love","i","can",2
"love","i","hope",2
"love","i","realli",2
"love","just","much",2
"love","like","crazi",2
"love","miss","i",2
"love","new","follow",2
"love","old","hymn",2
"love","one","anoth",2
"love","one","god",2
"love","pleas","follow",2
"love","right","away",2
"love","right","now",2
"love","rt","i",2
"love","see","pic",2
"love","sing","song",2
"love","that","i",2
"love","turn","i",2
"love","u","guy",2
"love","vincent","castronovo",2
"love","you","too",2
"luck","i","love",2
"luck","let","us",2
"luke","skywalk","wesley",2
"mad","i","cant",2
"made","differ","i",2
"made","even","better",2
"made","feel","guilti",2
"made","huge","deal",2
"made","sever","dish",2
"made","way","back",2
"madison","pharmaci","associat",2
"make","a","wish",2
"make","appear","like",2
"make","clear","i",2
"make","degre","turn",2
"make","differ","live",2
"make","dream","come",2
"make","end","meet",2
"make","feel","good",2
"make","feel","great",2
"make","good","point",2
"make","great","gift",2
"make","happen","the",2
"make","healthi","choic",2
"make","i","think",2
"make","it","yourself",2
"make","list","movi",2
"make","look","easi",2
"make","lost","time",2
"make","lot","sens",2
"make","mistak","twice",2
"make","perfect","sens",2
"make","sens","that",2
"make","sure","check",2
"make","sure","doesnt",2
"make","sure","follow",2
"make","sure","i",2
"make","sure","know",2
"make","sure","tweet",2
"make","sure","worth",2
"make","us","feel",2
"make","us","realiz",2
"make","want","eat",2
"make","wish","come",2
"makes","more","than",2
"man","i","dont",2
"man","iron","mask",2
"man","lin","man",2
"man","you","can",2
"mani","differ","type",2
"mani","great","band",2
"mani","hour","day",2
"mani","mani","year",2
"mani","peopl","can",2
"mani","peopl","i",2
"mani","peopl","includ",2
"mani","peopl","know",2
"mani","peopl","love",2
"mani","year","ago",2
"mankind","unworthi","judgment",2
"marin","corp","marathon",2
"mark","first","time",2
"marshmallow","graham","cracker",2
"matter","much","i",2
"may","god","bless",2
"may","look","like",2
"may","never","leav",2
"may","notic","i",2
"may","sound","like",2
"may","use","technolog",2
"may","want","know",2
"mayb","i","will",2
"mayb","im","just",2
"mayb","one","day",2
"me","i","love",2
"me","i","think",2
"me","if","u",2
"me","oh","yeah",2
"me","stop","targeting",2
"mean","i","alway",2
"mean","i","can",2
"mean","i","i",2
"mean","i","want",2
"mean","ill","lose",2
"mean","site","earn",2
"meet","georg","clooney",2
"meet","last","night",2
"men","ever","walk",2
"mention","much","i",2
"menu","planner","i",2
"merri","christma","hope",2
"met","your","mother",2
"mi","roo","know",2
"michell","obama","hula",2
"middl","east","media",2
"middl","high","school",2
"middl","winter","i",2
"midsumm","night","dream",2
"might","good","fit",2
"might","good","idea",2
"might","i","guess",2
"might","look","like",2
"million","last","year",2
"mind","think","alik",2
"minist","david","cameron",2
"minut","i","got",2
"minut","later","i",2
"miracl","weve","pray",2
"mirror","mirror","wall",2
"miss","anyth","i",2
"miss","i","need",2
"miss","last","night",2
"mix","i","think",2
"mm","thick","weigh",2
"mom","happi","mother",2
"mom","includ","mine",2
"mom","mother","day",2
"mom","start","cri",2
"moment","i","dont",2
"mommi","tire","want",2
"monday","i","will",2
"monday","night","come",2
"money","i","cant",2
"money","i","think",2
"month","i","can",2
"month","i","know",2
"month","old","i",2
"mood","i","want",2
"more","than","a",2
"morn","hope","u",2
"morn","i","hope",2
"morn","i","just",2
"morn","it","will",2
"morn","twitter","how",2
"most","peopl","like",2
"mother","day","beauti",2
"mother","day","come",2
"mother","day","gift",2
"mother","day","weekend",2
"mountain","bike","tour",2
"mountain","dew","mix",2
"move","contact","enemi",2
"move","like","jagger",2
"move","new","york",2
"move","thing","around",2
"mr","ps","room",2
"mr","van","zyl",2
"much","better","life",2
"much","better","second",2
"much","fun","i",2
"much","i","cant",2
"much","i","dont",2
"much","i","i",2
"much","i","just",2
"much","i","tri",2
"much","it","just",2
"much","longer","i",2
"much","sens","i",2
"much","you","guy",2
"must","great","feel",2
"must","possess","weapon",2
"must","say","i",2
"mutual","assur","destruct",2
"my","dog","just",2
"my","first","impress",2
"my","first","thought",2
"my","lucki","number",2
"my","mom","alway",2
"my","mom","bought",2
"my","mom","make",2
"my","mom","thought",2
"my","parent","work",2
"my","sister","i",2
"my","solut","i",2
"name","i","cant",2
"name","i","love",2
"naomi","shihab","nye",2
"nation","championship","i",2
"nation","global","secur",2
"nation","guard","soldier",2
"nation","shariah","board",2
"near","often","mark",2
"near","one","three",2
"near","year","i",2
"need","come","back",2
"need","get","away",2
"need","get","one",2
"need","go","back",2
"need","help","can",2
"need","i","got",2
"need","littl","extra",2
"need","new","one",2
"need","skill","worker",2
"need","take","one",2
"need","taken","care",2
"need","there","mani",2
"need","to","go",2
"network","analysi","sna",2
"never","come","back",2
"never","even","seen",2
"never","fuck","sleep",2
"never","get","around",2
"never","get","tire",2
"never","go","wrong",2
"never","look","back",2
"never","met","i",2
"never","much","fun",2
"never","say","never",2
"never","seen","the",2
"never","use","twitter",2
"never","work","day",2
"new","album","i",2
"new","babi","anim",2
"new","chapter","life",2
"new","corp","handl",2
"new","england","mysteri",2
"new","favorit","show",2
"new","job","i",2
"new","music","video",2
"new","song","i",2
"new","south","wale",2
"new","studi","show",2
"new","toyota","sienna",2
"new","year","come",2
"new","year","i",2
"new","year","new",2
"new","year","thank",2
"new","york","london",2
"new","york","state",2
"new","yorker","i",2
"new","zealand","west",2
"next","best","thing",2
"next","time","thank",2
"next","time","though",2
"next","top","model",2
"next","week","chang",2
"next","week","let",2
"next","week","pleas",2
"next","week","tuesday",2
"next","weekend","i",2
"next","year","ill",2
"next","year","im",2
"nice","day","today",2
"nice","look","forward",2
"nice","meet","im",2
"nice","tan","head",2
"night","i","can",2
"night","i","dream",2
"night","i","know",2
"night","last","night",2
"night","let","go",2
"night","night","i",2
"night","one","night",2
"night","parti","come",2
"nightmar","elm","street",2
"nik","wallenda","will",2
"no","i","havent",2
"no","i","never",2
"no","matter","much",2
"no","matter","say",2
"no","mommi","tire",2
"no","no","no",2
"no","one","can",2
"no","one","ever",2
"no","one","makes",2
"no","way","i",2
"no","we","must",2
"no","worri","we",2
"nobel","peac","prize",2
"nobodi","pay","attent",2
"nor","all","thi",2
"north","alabama","vacat",2
"not","everyon","can",2
"not","everyth","happen",2
"not","following","me",2
"not","mention","i",2
"not","sure","im",2
"note","self","dont",2
"noth","els","i",2
"noth","will","ever",2
"notic","appeal","appeal",2
"now","come","now",2
"now","dont","forget",2
"now","i","never",2
"now","i","realli",2
"now","i","see",2
"now","i","wont",2
"now","id","like",2
"now","im","feel",2
"now","im","realli",2
"now","im","think",2
"now","ive","got",2
"now","ive","put",2
"now","know","world",2
"now","seem","like",2
"now","thank","follow",2
"now","that","kind",2
"now","time","get",2
"now","time","go",2
"number","call","mayb",2
"nurs","hold","head",2
"ny","right","now",2
"oatmeal","chocol","chip",2
"obama","hula","hoop",2
"oct","th","show",2
"of","cours","everyon",2
"of","cours","want",2
"off","i","went",2
"off","my","twitter",2
"often","enough","i",2
"often","mark","twain",2
"ofws","middl","east",2
"oh","god","i",2
"oh","god","oh",2
"oh","gosh","i",2
"oh","i","hope",2
"oh","know","just",2
"oh","man","i",2
"oh","ok","well",2
"oh","that","good",2
"oh","well","ill",2
"oh","yeah","just",2
"oh","yes","i",2
"ohio","smoke","ban",2
"ok","i","got",2
"ok","i","just",2
"okc","beat","okc",2
"old","friend","i",2
"old","habit","die",2
"old","kentucki","home",2
"old","r","u",2
"oliv","tree","link",2
"omg","i","know",2
"omg","she","ratchet",2
"on","monday","i",2
"on","our","holiday",2
"one","absolut","favorit",2
"one","anoth","i",2
"one","anoth","time",2
"one","another","day",2
"one","ask","question",2
"one","cool","dude",2
"one","damn","thing",2
"one","day","closer",2
"one","day","ill",2
"one","day","its",2
"one","design","add",2
"one","form","anoth",2
"one","greatest","men",2
"one","greatest","victori",2
"one","hour","fifteen",2
"one","i","alway",2
"one","i","can",2
"one","i","challeng",2
"one","i","get",2
"one","i","love",2
"one","i","realli",2
"one","last","check",2
"one","lucki","person",2
"one","makes","more",2
"one","morn","i",2
"one","next","week",2
"one","person","can",2
"one","point","i",2
"one","realli","want",2
"one","right","start",2
"one","sometim","i",2
"one","the","first",2
"one","thing","lead",2
"one","thing","sure",2
"one","thing","well",2
"one","thing","your",2
"one","think","chang",2
"one","time","ill",2
"one","tweet","i",2
"one","two","reason",2
"one","want","meet",2
"one","week","left",2
"one","wont","blow",2
"onli","god","can",2
"onto","road","i",2
"open","car","door",2
"open","flower","shop",2
"open","second","locat",2
"open","sourc","support",2
"orang","basketbal","short",2
"orchid","craft","i",2
"origin","air","date",2
"orthodox","christian","i",2
"other","make","feel",2
"other","may","think",2
"our","holiday","unhalfbrick",2
"our","thought","prayer",2
"out","of","this",2
"outofst","applic","year",2
"over","past","coupl",2
"page","i","want",2
"paint","vivid","pictur",2
"palestinian","launch","third",2
"pallet","landscap","fabric",2
"paratha","fri","flat",2
"part","i","know",2
"part","i","say",2
"particip","amazon","servic",2
"pass","rd","grade",2
"pass","smell","test",2
"past","two","week",2
"past","two","year",2
"past","weekend","i",2
"past","year","learn",2
"patrick","day","parad",2
"pay","rent","im",2
"payday","cash","advanc",2
"peopl","arent","use",2
"peopl","can","i",2
"peopl","come","us",2
"peopl","dont","need",2
"peopl","feel","like",2
"peopl","i","can",2
"peopl","i","cant",2
"peopl","i","need",2
"peopl","i","want",2
"peopl","like","correct",2
"peopl","make","decis",2
"peopl","take","part",2
"peopl","tell","cant",2
"peopl","there","mani",2
"peopl","think","i",2
"peopl","want","contribut",2
"peopl","want","put",2
"peopl","write","art",2
"per","cubic","feet",2
"perfect","i","want",2
"perform","last","night",2
"period","consecut","time",2
"person","i","know",2
"person","i","want",2
"person","institut","mark",2
"peyton","man","will",2
"phone","last","night",2
"phone","ring","hook",2
"phur","packag","will",2
"physic","therapi","today",2
"pictur","indian","religion",2
"pictur","right","now",2
"piec","plastic","wrap",2
"pirat","band","misfit",2
"pizzeria","wine","bar",2
"place","c","i",2
"place","i","know",2
"place","new","york",2
"place","start","i",2
"place","year","ago",2
"plan","come","togeth",2
"plan","i","might",2
"play","major","role",2
"play","mini","golf",2
"play","sometim","i",2
"play","video","game",2
"pleas","contact","us",2
"pleas","email","resum",2
"pleas","email","us",2
"pleas","follow","friend",2
"pleas","follow","me",2
"pleas","get","readi",2
"pleas","help","us",2
"pleas","join","us",2
"pleas","let","us",2
"pleas","make","sure",2
"pleas","play","s",2
"pleas","rt","what",2
"pleas","send","email",2
"pleas","take","time",2
"plus","i","want",2
"pm","let","us",2
"poach","egg","the",2
"point","im","just",2
"polli","pip","will",2
"poor","custom","servic",2
"pope","pius","xii",2
"possibl","go","wrong",2
"post","good","stuff",2
"post","i","go",2
"post","i","hope",2
"post","i","love",2
"post","i","need",2
"pot","turn","heat",2
"poverti","law","center",2
"power","infinit","elast",2
"prais","heap","upon",2
"pray","holi","spirit",2
"pray","lord","help",2
"preacher","will","fuck",2
"preheat","oven","degre",2
"preheat","oven","f",2
"presid","american","histori",2
"pretti","damn","funni",2
"pretti","good","i",2
"pretti","much","convinc",2
"pretti","quick","just",2
"pretti","sure","im",2
"prime","minist","david",2
"probabl","go","bed",2
"problem","peak","oil",2
"problem","sinc","i",2
"product","i","keep",2
"product","increas","dramat",2
"product","work","just",2
"profit","you","can",2
"program","i","think",2
"programm","design","provid",2
"project","im","work",2
"project","next","week",2
"prove","i","can",2
"prove","right","i",2
"provex","citi","free",2
"provid","mean","site",2
"provid","subject","chang",2
"ps","i","love",2
"psychic","i","know",2
"public","holiday","fall",2
"public","librari","chicago",2
"publish","lagan","press",2
"punit","element","probat",2
"punk","hahah","love",2
"purpl","appl","juic",2
"purpos","say","lord",2
"put","place","i",2
"put","smile","face",2
"put","thing","togeth",2
"put","togeth","i",2
"quadcor","window","laptop",2
"quail","quack","quail",2
"question","i","got",2
"question","realiti","la",2
"quick","get","world",2
"quit","bit","troubl",2
"quit","nice","even",2
"r","u","if",2
"r","u","serious",2
"r","u","watch",2
"radio","station","i",2
"rain","go","away",2
"rais","money","go",2
"ralph","waldo","emerson",2
"rang","rang","rang",2
"rang","rang","so",2
"rang","so","i",2
"rank","th","among",2
"rather","whole","thing",2
"rbi","singl","score",2
"reach","tomb","first",2
"read","book","i",2
"read","book","watch",2
"read","comment","blog",2
"read","much","better",2
"read","post","alway",2
"real","good","idea",2
"real","housew","new",2
"real","i","dont",2
"real","life","friend",2
"real","life","get",2
"realiti","final","better",2
"realiti","la","talk",2
"realiz","i","think",2
"realli","cant","stand",2
"realli","care","i",2
"realli","care","less",2
"realli","dont","take",2
"realli","dont","wanna",2
"realli","enjoy","meet",2
"realli","feel","like",2
"realli","good","they",2
"realli","hope","dont",2
"realli","i","think",2
"realli","like","one",2
"realli","long","time",2
"realli","look","forward",2
"realli","make","sens",2
"realli","need","rememb",2
"realli","realli","need",2
"realli","someth","i",2
"realli","want","go",2
"realli","want","hear",2
"realli","well","so",2
"realli","wish","i",2
"reason","even","though",2
"reason","i","love",2
"receiv","sweet","relief",2
"red","bus","take",2
"red","violet","blue",2
"refund","request","total",2
"regard","everybodi","equal",2
"relationship","but","i",2
"relax","around","hous",2
"relev","date","assess",2
"rememb","day","i",2
"rememb","i","told",2
"rent","provex","citi",2
"report","first","quarter",2
"report","hazard","i",2
"respons","day","i",2
"rest","day","go",2
"rest","day","i",2
"restaur","like","pee",2
"retweet","for","a",2
"revo","san","diego",2
"right","although","i",2
"right","hand","man",2
"right","i","ask",2
"right","i","dont",2
"right","i","feel",2
"right","i","like",2
"right","i","notic",2
"right","now","at",2
"right","now","but",2
"right","now","come",2
"right","now","everi",2
"right","now","everyth",2
"right","now","go",2
"right","now","haha",2
"right","now","if",2
"right","now","is",2
"right","now","its",2
"right","now","ive",2
"right","now","know",2
"right","now","no",2
"right","now","shes",2
"right","now","so",2
"right","now","thank",2
"right","now","there",2
"right","now","they",2
"right","now","time",2
"right","now","we",2
"right","now","yes",2
"right","now","your",2
"right","start","i",2
"right","thank","god",2
"right","way","but",2
"ring","ring","riiing",2
"rip","steve","job",2
"road","get","hit",2
"roblesd","la","torr",2
"rochest","rock","n",2
"rock","i","tweet",2
"rock","the","ink",2
"roll","toilet","paper",2
"roller","coaster","i",2
"rom","ps","jesus",2
"roman","the","messag",2
"room","anyth","els",2
"room","i","think",2
"rose","bowl","win",2
"rose","red","violet",2
"rosso","pizzeria","wine",2
"rs","crore","spent",2
"rt","can","i",2
"rt","did","know",2
"rt","happi","mother",2
"rt","hey","guy",2
"rt","i","enjoy",2
"rt","i","excit",2
"rt","i","feel",2
"rt","i","follow",2
"rt","i","love",2
"rt","if","think",2
"rt","if","u",2
"rt","im","just",2
"rt","just","got",2
"rt","just","report",2
"rt","long","day",2
"rt","look","forward",2
"rt","look","great",2
"rt","love","austin",2
"rt","my","last",2
"rt","omg","i",2
"rt","q","what",2
"rt","rt","and",2
"rt","rt","rt",2
"rt","so","excit",2
"rt","thank","help",2
"rt","that","awkward",2
"rt","we","love",2
"rt","we","need",2
"russel","h","conwel",2
"rustic","italian","food",2
"s","i","think",2
"s","new","york",2
"sabrina","teenag","witch",2
"sad","see","go",2
"said","give","someth",2
"said","i","can",2
"said","i","couldnt",2
"said","i","need",2
"said","i","will",2
"said","if","i",2
"said","shake","head",2
"said","someth","like",2
"said","telephon","interview",2
"said","would","like",2
"sale","call","us",2
"sale","will","go",2
"san","antonio","texa",2
"san","diego","i",2
"san","francisco","chronicl",2
"san","francisco","its",2
"satan","relat","man",2
"sato","no","homar",2
"saturday","may","pm",2
"saturday","morn","cartoon",2
"saturday","morn","read",2
"saturday","night","parti",2
"saudi","arabia","i",2
"save","anoth","day",2
"say","despit","fact",2
"say","glass","half",2
"say","i","didnt",2
"say","i","drum",2
"say","i","think",2
"say","i","want",2
"say","lord","i",2
"say","luke","skywalk",2
"say","not","i",2
"say","there","much",2
"say","thing","i",2
"sayin","we","can",2
"school","i","can",2
"school","i","love",2
"school","i","wanna",2
"school","year","i",2
"scratch","n","sniff",2
"scream","name","loud",2
"scream","top","lung",2
"search","engin","optim",2
"season","final","i",2
"season","i","realli",2
"season","salt","pepper",2
"seattl","i","think",2
"second","time","i",2
"section","restaur","like",2
"see","good","luck",2
"see","good","thing",2
"see","happen","next",2
"see","i","just",2
"see","i","think",2
"see","i","will",2
"see","mani","ppl",2
"see","new","year",2
"see","next","week",2
"see","noth","wrong",2
"see","one","come",2
"see","soon","i",2
"see","twitter","i",2
"seem","bit","excess",2
"seem","like","littl",2
"seem","work","better",2
"select","industri","tastemak",2
"send","cash","mail",2
"send","email","i",2
"sens","i","love",2
"seri","i","love",2
"serial","killer","i",2
"serious","even","though",2
"serious","i","excit",2
"serious","i","know",2
"serious","thank","god",2
"serv","hot","butter",2
"servic","llc","amazon",2
"servic","llc","andor",2
"session","i","put",2
"sever","time","day",2
"sever","time","i",2
"sever","year","now",2
"sexual","abus","educ",2
"sexual","relationship","man",2
"shabbi","tea","room",2
"shake","bonbon","shake",2
"shanghai","student","will",2
"share","knowledg","expertis",2
"she","also","said",2
"she","ask","i",2
"she","remind","i",2
"she","said","if",2
"she","wave","back",2
"shirt","bv","i",2
"shit","great","show",2
"shit","i","think",2
"shit","right","now",2
"short","period","time",2
"short","wave","radio",2
"short","year","ago",2
"shouldv","said","someth",2
"show","i","dont",2
"show","i","got",2
"show","i","know",2
"show","i","promis",2
"show","i","think",2
"show","i","will",2
"show","pleas","let",2
"show","right","now",2
"side","bar","blog",2
"side","dine","room",2
"side","i","think",2
"similar","one","i",2
"simpl","idea","make",2
"sinc","day","i",2
"sinc","high","school",2
"sinc","i","can",2
"sinc","i","cant",2
"sinc","i","like",2
"sinc","i","love",2
"sinc","i","made",2
"sinc","i","recent",2
"sinc","i","start",2
"sinc","i","use",2
"sinc","i","want",2
"sinc","i","will",2
"sinc","ive","make",2
"sinc","late","s",2
"sinc","long","time",2
"sinc","th","grade",2
"sing","happi","bday",2
"sir","your","hero",2
"sister","brother","i",2
"sister","id","never",2
"site","earn","advertis",2
"site","i","can",2
"site","i","feel",2
"skywalk","wesley","crusher",2
"sleep","i","thought",2
"slick","hair","back",2
"slide","glass","door",2
"small","price","pay",2
"small","town","new",2
"smell","tween","stench",2
"smile","begin","dont",2
"smile","i","think",2
"smoke","section","restaur",2
"snow","let","snow",2
"snow","white","seven",2
"so","can","imagin",2
"so","can","see",2
"so","excit","my",2
"so","feel","smile",2
"so","glad","back",2
"so","glad","i",2
"so","go","ahead",2
"so","i","excit",2
"so","i","go",2
"so","i","just",2
"so","i","never",2
"so","i","said",2
"so","i","start",2
"so","i","talk",2
"so","i","think",2
"so","i","thought",2
"so","i","took",2
"so","i","tweet",2
"so","im","still",2
"so","last","night",2
"so","let","ask",2
"so","let","get",2
"so","long","goodnight",2
"so","much","defens",2
"so","much","i",2
"so","much","info",2
"so","next","time",2
"so","take","advantag",2
"so","tri","make",2
"so","yesterday","i",2
"social","media","market",2
"social","media","site",2
"social","network","analysi",2
"social","network","site",2
"solv","problem","peak",2
"some","day","mean",2
"some","may","say",2
"someday","someday","someday",2
"someon","beat","polit",2
"someon","els","im",2
"someon","els","life",2
"someon","know","exact",2
"someon","pleas","tell",2
"someth","deep","within",2
"someth","do","someth",2
"someth","dont","know",2
"someth","dont","want",2
"someth","fun","i",2
"someth","i","didnt",2
"someth","i","havent",2
"someth","i","never",2
"someth","soon","the",2
"someth","uniqu","special",2
"someth","wrong","girl",2
"someth","yes","i",2
"sometim","get","oh",2
"sometim","i","dont",2
"sometim","i","feel",2
"sometim","i","wish",2
"sometim","just","cant",2
"somewher","els","i",2
"song","and","i",2
"song","i","must",2
"song","yes","yes",2
"soon","becom","appar",2
"soon","i","heard",2
"soon","i","just",2
"sooner","fall","behind",2
"sorri","bout","tht",2
"sorri","i","cant",2
"sorri","i","thought",2
"sorri","i","wait",2
"sorri","im","late",2
"sorri","took","long",2
"sound","good","man",2
"sound","good","right",2
"sound","just","like",2
"sound","like","bird",2
"sound","like","book",2
"sound","like","great",2
"sound","like","i",2
"sound","like","plan",2
"sound","like","pretti",2
"sound","like","someth",2
"sound","like","youv",2
"sound","lot","like",2
"sound","right","thank",2
"sour","cream","mix",2
"southern","californiaset","noir",2
"southern","poverti","law",2
"speak","last","night",2
"speak","louder","word",2
"special","day","one",2
"special","need","trust",2
"spend","lot","time",2
"spend","much","money",2
"spend","rest","day",2
"spend","time","him",2
"spent","good","portion",2
"spot","trend","now",2
"spring","break","realli",2
"squeal","like","pig",2
"st","hdc","next",2
"st","i","need",2
"st","loui","i",2
"st","loui","offic",2
"st","th","ave",2
"staff","scientist","will",2
"stage","you","make",2
"stamp","i","stamp",2
"stampin","up","paper",2
"star","war","day",2
"star","war","univers",2
"stare","blank","screen",2
"start","epidem","quick",2
"start","new","job",2
"start","new","year",2
"start","right","away",2
"start","weekend","right",2
"start","write","new",2
"start","year","ago",2
"state","fair","event",2
"stay","home","i",2
"stay","one","step",2
"stay","tune","great",2
"stay","tune","info",2
"stede","hybrid","height",2
"step","comfort","zone",2
"step","right","direct",2
"still","abl","make",2
"still","cant","get",2
"still","cant","tell",2
"still","enjoy","i",2
"still","hard","time",2
"still","havent","found",2
"still","havent","seen",2
"still","keep","eye",2
"stitch","togeth","knit",2
"stomach","hurt","lol",2
"stood","front","mirror",2
"stop","i","love",2
"stop","love","us",2
"stop","see","us",2
"stop","talk","happi",2
"stori","anoth","time",2
"strategi","defeat","enemi",2
"street","let","know",2
"strip","linen","lie",2
"struggl","find","word",2
"student","will","gain",2
"stuff","i","can",2
"style","beer","the",2
"subject","chang","remov",2
"success","key","failur",2
"summer","cant","wait",2
"summer","i","feel",2
"summer","i","hope",2
"sunday","morn","everyon",2
"sunday","morn","i",2
"sunday","night","shakedown",2
"super","bowl","im",2
"support","favorit","chariti",2
"suppos","i","start",2
"sure","but","i",2
"sure","check","back",2
"sure","follow","back",2
"sure","i","dont",2
"sure","i","know",2
"sure","i","will",2
"sure","includ","email",2
"sure","leav","comment",2
"sure","mani","peopl",2
"sure","pass","along",2
"sure","u","will",2
"sure","youv","seen",2
"surpris","this","boy",2
"sweet","child","o",2
"sweet","i","love",2
"sweet","stout","territori",2
"tae","yong","doesnt",2
"take","care","talk",2
"take","closer","look",2
"take","cross","daili",2
"take","first","step",2
"take","long","time",2
"take","long","way",2
"take","one","person",2
"take","pictur","i",2
"take","second","place",2
"take","time","i",2
"take","time","read",2
"talk","radio","the",2
"talk","you","know",2
"tap","i","know",2
"tast","cant","wait",2
"team","follow","back",2
"tell","doesnt","want",2
"tell","mani","time",2
"tell","tan","ya",2
"tell","u","im",2
"tell","your","look",2
"ten","year","old",2
"terribl","thing","happen",2
"terribl","thing","i",2
"th","anniversari","first",2
"th","centuri","learn",2
"th","centuri","men",2
"th","juli","everyon",2
"th","juli","weekend",2
"th","th","street",2
"thank","attend","speak",2
"thank","everyon","attend",2
"thank","ff","mention",2
"thank","ff","shout",2
"thank","follow","feel",2
"thank","follow","how",2
"thank","follow","if",2
"thank","follow","ill",2
"thank","follow","jame",2
"thank","follow","love",2
"thank","follow","read",2
"thank","follow","the",2
"thank","follow","were",2
"thank","generous","donat",2
"thank","glad","hear",2
"thank","god","friday",2
"thank","god","give",2
"thank","great","season",2
"thank","happi","holiday",2
"thank","help","us",2
"thank","i","hate",2
"thank","i","like",2
"thank","i","will",2
"thank","im","tri",2
"thank","join","us",2
"thank","just","got",2
"thank","let","know",2
"thank","look","forward",2
"thank","love","i",2
"thank","love","new",2
"thank","mention","i",2
"thank","mention","today",2
"thank","much","everyon",2
"thank","much","help",2
"thank","much","how",2
"thank","much","just",2
"thank","much","share",2
"thank","much","stick",2
"thank","much","you",2
"thank","ok","i",2
"thank","read","tweet",2
"thank","right","back",2
"thank","rt","happi",2
"thank","rt","so",2
"thank","rt","yes",2
"thank","rt","you",2
"thank","shoutout","im",2
"thank","so","much",2
"thank","stop","i",2
"thank","sweeti","i",2
"thank","take","time",2
"thank","thank","much",2
"thank","thank","thank",2
"thank","u","know",2
"thank","u","thank",2
"thank","visit","us",2
"thank","we","hope",2
"thank","yes","i",2
"thank","you","amaz",2
"thank","you","i",2
"thank","you","much",2
"thanksgiv","i","thought",2
"that","awesom","thank",2
"that","doesnt","happen",2
"that","exact","i",2
"that","good","one",2
"that","great","and",2
"that","great","i",2
"that","i","couldnt",2
"that","i","know",2
"that","i","like",2
"that","i","saw",2
"that","i","say",2
"that","i","want",2
"that","im","talk",2
"that","just","gross",2
"that","just","i",2
"that","last","tweet",2
"that","make","two",2
"that","mean","peopl",2
"that","never","happen",2
"that","nice","thank",2
"that","one","thing",2
"that","right","i",2
"that","say","i",2
"that","sound","like",2
"that","sure","i",2
"that","true","im",2
"thatonepersonwho","think","know",2
"the","answer","simpl",2
"the","associat","press",2
"the","avenger","open",2
"the","awkward","moment",2
"the","basic","program",2
"the","best","advic",2
"the","best","both",2
"the","bird","is",2
"the","black","pirat",2
"the","children","museum",2
"the","cultur","center",2
"the","eagl","fli",2
"the","farther","i",2
"the","first","one",2
"the","first","problem",2
"the","first","round",2
"the","first","step",2
"the","funni","thing",2
"the","girl","i",2
"the","good","news",2
"the","great","thing",2
"the","human","societi",2
"the","hurt","locker",2
"the","imag","i",2
"the","kjv","use",2
"the","love","of",2
"the","man","iron",2
"the","nation","perform",2
"the","nation","river",2
"the","new","album",2
"the","new","jersey",2
"the","next","person",2
"the","photo","taken",2
"the","pirat","band",2
"the","posit","paper",2
"the","press","associat",2
"the","real","deal",2
"the","result","beer",2
"the","royal","team",2
"the","san","francisco",2
"the","second","one",2
"the","shabbi","tea",2
"the","six","pack",2
"the","sooner","fall",2
"the","sound","music",2
"the","staff","scientist",2
"the","sunday","night",2
"the","thin","man",2
"the","thing","make",2
"the","today","show",2
"the","truth","i",2
"the","unite","state",2
"the","walk","dead",2
"the","way","get",2
"the","weather","cool",2
"the","weird","part",2
"the","year","old",2
